,Departure,95,90,80,70
0,06:28,69.09999999999982,64.69,61.74,60.373333333333335
1,06:03,82.13166666666666,73.13,69.48333333333333,67.94833333333334
2,06:48,71.25166666666667,68.39666666666666,66.97666666666667,66.49
3,06:53,72.90333333333334,71.76666666666667,69.63666666666666,62.93333333333334
4,06:58,70.63833333333332,69.1,68.26333333333334,67.58833333333332
5,07:03,67.90083333333328,64.36666666666667,63.343333333333334,62.61833333333333
6,07:08,77.625,74.775,59.766666666666666,58.27833333333333
7,07:13,80.06833333333331,74.64,72.36666666666667,71.21666666666667
8,07:18,75.15333333333332,70.08833333333334,67.46000000000001,66.29166666666666
9,07:23,73.1841666666666,69.86333333333333,63.77,61.88333333333333
10,07:28,79.5175,74.855,68.6,66.73166666666667
11,07:33,75.8325,71.47,64.05333333333334,61.904999999999994
12,07:38,77.53416666666662,74.88499999999999,69.57,63.98999999999999
13,07:43,80.51083333333332,77.11333333333334,72.26333333333334,71.155
14,07:48,78.69083333333333,74.035,67.96666666666667,66.24666666666667
15,07:58,74.37833333333333,73.47,67.64666666666666,66.10833333333333
16,08:08,75.21,73.62333333333333,70.77000000000004,65.22
17,08:18,74.11333333333333,66.84333333333335,63.763333333333335,62.81999999999999
18,08:28,73.38999999999997,69.60666666666667,66.08666666666666,65.17
19,08:38,73.64333333333332,67.46333333333334,64.18,62.97
20,08:48,85.60666666666665,84.31,65.24666666666667,58.31
21,08:58,79.64333333333333,77.82333333333334,75.78999999999999,75.15666666666667
22,09:08,71.99999999999997,68.65333333333334,66.50666666666667,65.38666666666667
23,09:18,76.86583333333333,74.67,73.48333333333333,72.18666666666667
24,09:28,69.30916666666667,66.85833333333333,65.03333333333333,64.65
25,09:38,73.98166666666667,73.39166666666667,57.46333333333334,55.24666666666667
26,09:48,84.92666666666668,83.655,66.13666666666667,65.34833333333333
27,10:08,85.02166666666666,82.56,66.71,65.625
28,10:28,83.52333333333333,67.16666666666667,65.58666666666667,64.87333333333333
29,10:48,84.9325,72.80999999999996,66.78666666666666,66.03166666666667
30,11:08,84.00833333333333,69.73666666666666,67.22,66.74666666666667
31,11:28,74.42916666666659,69.05499999999999,67.07,66.02499999999999
32,11:48,84.83083333333333,83.435,66.89333333333333,65.795
33,12:08,85.05,77.70166666666664,66.75333333333333,66.16666666666667
34,12:28,76.47583333333326,68.57666666666667,67.10333333333332,66.26333333333334
35,12:48,71.80416666666667,69.58333333333334,68.43333333333334,67.3
36,13:08,89.41666666666666,87.175,72.81666666666666,69.65
37,13:28,88.52083333333334,75.17500000000001,71.53333333333333,70.50833333333333
38,13:48,77.99,74.98666666666666,71.5,70.05
39,14:08,84.57833333333333,82.35833333333333,79.43666666666667,75.685
40,14:30,86.84583333333333,78.73333333333333,75.98333333333333,74.26666666666667
41,14:40,87.025,84.13333333333333,82.01666666666667,79.01666666666667
42,14:50,82.99,78.37333333333333,75.08666666666667,72.03999999999999
43,15:00,88.90833333333333,83.98333333333333,76.18333333333334,72.96666666666667
44,15:10,84.7875,79.48333333333332,77.65,76.01666666666667
45,15:20,79.4075,75.35666666666667,73.01666666666667,68.41333333333333
46,15:30,85.17916666666666,80.45166666666667,73.22,68.95666666666666
47,15:41,81.28333333333333,77.74666666666667,74.48,72.97333333333333
48,15:51,75.98333333333333,74.275,72.63333333333334,71.4
49,16:01,81.86999999999999,75.30333333333334,69.91000000000001,65.00666666666666
50,16:11,75.43333333333331,73.99666666666667,72.61,71.85
51,16:21,78.11833333333333,75.31,71.46000000000001,70.00666666666666
52,16:31,72.23333333333333,69.04166666666666,66.25,64.48333333333333
53,16:41,96.11333333333333,94.30666666666666,92.87,92.42
54,16:51,86.75333333333333,85.04666666666667,82.93,82.49
55,17:01,84.30666666666659,75.88,73.16333333333334,72.66000000000001
56,17:07,86.93333333333332,85.84666666666666,84.77666666666667,83.77666666666667
57,17:17,77.99666666666667,77.37333333333333,76.40666666666667,75.94
58,17:27,68.29666666666667,67.44,66.47,65.97333333333333
59,17:37,96.37083333333334,95.38333333333334,93.38333333333334,57.45
60,17:47,88.05666666666666,86.87666666666667,86.39333333333335,86.13333333333334
61,18:07,87.01833333333333,86.03,85.05666666666666,83.96333333333334
62,18:27,104.405,102.69666666666669,67.29333333333334,66.25666666666666
63,18:47,86.575,86.14666666666668,85.48666666666666,84.93
64,19:07,85.39833333333333,84.01666666666667,66.56666666666666,65.66666666666667
65,19:27,105.125,103.24166666666667,66.75,65.96666666666667
66,19:47,103.96666666666667,89.25,85.78333333333333,85.29166666666666
67,20:14,94.85333333333332,80.99333333333334,79.67333333333333,78.68333333333334
68,20:44,100.35416666666666,98.1,89.73333333333333,88.65833333333333
69,21:14,98.30666666666667,91.56333333333333,88.84333333333333,87.22
70,21:44,86.53333333333333,84.25833333333333,81.76666666666667,79.95
